citing_publisher,citing_year,cited_name,cited_total,bipoc
College English,2019,Carolyn Miller,2,Latinx
College English,2019,Catherine L. Hobbs,2,Asian American
College English,2019,Christian Kelleher,2,Asian American
College English,2019,Christina Lamb,2,White
College English,2019,Christine Hult,2,Asian American
College English,2019,Cicero,2,Latinx
College English,2019,David Fleming,2,Latinx
College English,2019,David Gold,2,Asian American
College English,2019,Dolores Bernal,2,Asian American
College English,2019,Douglas E. Foley,2,White
College English,2019,F. Ham,2,White
College English,2019,George Campbell,2,White
College English,2019,Georges Bordage,2,Asian American
College English,2019,Gerald Graff,2,Asian American
College English,2019,Gretchen Flesher Moon,2,White
College English,2019,Harry Denny,2,Asian American
College English,2019,Henrietta Rix Wood,2,White
College English,2019,Henrietta Wood,2,Asian American
College English,2019,James Gee,2,Latinx
College English,2019,Janice Lauer,2,Latinx
College English,2019,Jason Swarts,2,Asian American
College English,2019,Jean Stefancic,2,Asian American
College English,2019,Jim Henry,2,White
College English,2019,Jim Ridolfo,2,Asian American
College English,2019,John Duffy,2,Asian American
College English,2019,John Swales,2,Latinx
College English,2019,Joy Palmer,2,Latinx
College English,2019,Karen Blair,2,Asian American
College English,2019,Karyn Hollis,2,Asian American
College English,2019,Kate Vieira,2,White
College English,2019,Katherine Adams,2,White
College English,2019,Katrina Powell,2,White
College English,2019,Ken Hyland,2,Latinx
College English,2019,Kevin Smith,2,Latinx
College English,2019,Lesely Farrell,2,Latinx
College English,2019,Lori Salem,2,White
College English,2019,Louise Phelps,2,Latinx
College English,2019,Lucille Schultz,2,Latinx
College English,2019,Mary Hamilton,2,White
College English,2019,Matthew Vetter,2,White
College English,2019,MelissaJoan Ianetta,2,Latinx
College English,2019,Mike Rose,2,White
College English,2019,Nancy Grimm,2,White
College English,2019,Patricia A. Sorrano,2,White
College English,2019,Patricia Sullivan,2,Asian American
College English,2019,Paul Baker,2,White
College English,2019,Peter Vandenberg,2,Latinx
College English,2019,Rachel Riedner,2,Asian American
College English,2019,Raymond Williams,2,White
College English,2019,Rebecca Leonard,2,White
College English,2019,Richard Fulkerson,2,Latinx
College English,2019,Richard Haswell,2,Latinx
College English,2019,Rick Seltzer,2,Asian American
College English,2019,Robert Yagelski,2,White
College English,2019,S. Michael Halloran,2,Asian American
College English,2019,Shirley Brice Heath,2,Asian American
College English,2019,Stephen North,2,Latinx
College English,2019,Summar Sparks,2,Latinx
College English,2019,Tanya Clement,2,White
College English,2019,Tarez Graban,2,Latinx
College English,2019,Terry Cook,2,Latinx
College English,2019,Thomas N. Huckin,2,Asian American
College English,2019,Tom Nesmith,2,Asian American
College English,2019,Tony Dudley-Evans,2,Latinx
College English,2019,Whitney Myers,2,White
College English,2019,nan Isocrates,2,Latinx
College English,2019,nan Plato,2,Latinx
College English,2019,A. Knoblauch,1,White
College English,2019,Aja Y. Martinez,1,Latinx
College English,2019,Alastair Pennycook,1,Asian American
College English,2019,Albert DeCiccio,1,Latinx
College English,2019,Albert Kitzhaber,1,Latinx
College English,2019,Alice Gillam,1,Latinx
College English,2019,Alice Horning,1,Latinx
College English,2019,Allan Luke,1,White
College English,2019,Amna Latif,1,Asian American
College English,2019,Amy Boesky,1,Latinx
College English,2019,Andrea Gerbig,1,White
College English,2019,Andrew Hardie,1,White
College English,2019,Andrew Simmons,1,Asian American
College English,2019,Angela Woollacott,1,White
College English,2019,Anna Manning Comfort,1,White
College English,2019,Anna Young,1,Latinx
College English,2019,Anne Dyson,1,Asian American
College English,2019,Antero Garcia,1,Latinx
College English,2019,Antonio Damasio,1,Latinx
College English,2019,April O’Brien,1,Latinx
College English,2019,Aristotle,1,White
College English,2019,Art Young,1,Latinx
College English,2019,Arthur Applebee,1,Asian American
College English,2019,Arthur Walzer,1,Asian American
College English,2019,Ashley Clayson,1,Latinx
College English,2019,Barbara Mirel,1,Asian American
College English,2019,Barbara Solomon,1,Asian American
College English,2019,Becky Vevea,1,Latinx
College English,2019,Ben Rafoth,1,Latinx
College English,2019,Benjamin Miller,1,Asian American
College English,2019,Beth Daniell,1,Latinx
College English,2019,Bethany Gray,1,Latinx
College English,2019,Bianca Falbo,1,Latinx
College English,2019,Bronwyn Williams,1,Latinx
College English,2019,Bruce,1,White
College English,2019,Bruce Kimball,1,White
College English,2019,Bruno Latour,1,White
College English,2019,Bryan Garsten,1,White
College English,2019,C. Augusta Pope,1,Asian American
College English,2019,Carl Kaestle,1,Latinx
College English,2019,Carl Rogers,1,Asian American
College English,2019,Carla Bittel,1,White
College English,2019,Carmen Kynard,1,Latinx
College English,2019,Carrie Kilfoil,1,Latinx
College English,2019,Carroll Britch,1,Latinx
College English,2019,Catherine Bennett,1,White
College English,2019,Catherine E. Walsh,1,Asian American
College English,2019,Catherine Fisk,1,Latinx
College English,2019,Catherine Lamb,1,White
College English,2019,Catherine Prendergast,1,Asian American
College English,2019,Chaim Noy,1,Asian American
College English,2019,Chandra Mohanty,1,Latinx
College English,2019,Charles Marsh,1,Asian American
College English,2019,Charlotte Hogg,1,Latinx
College English,2019,Charlotte Linde,1,Latinx
College English,2019,Chela Sandoval,1,White
College English,2019,Christian Plantin,1,White
College English,2019,Christina Haas,1,Latinx
College English,2019,Christopher Minnix,1,White
College English,2019,Christopher Tribble,1,Latinx
College English,2019,Cindy L. Griffin,1,Asian American
College English,2019,Colin Harrison,1,Asian American
College English,2019,College Connors,1,Asian American
College English,2019,Cornel West,1,Latinx
College English,2019,Crista DeLuzio,1,Latinx
College English,2019,Cyndi Giorgis,1,Latinx
College English,2019,Cynthia Lewis,1,Asian American
College English,2019,Dan Sperber,1,Asian American
College English,2019,Daniel O’Keefe,1,Latinx
College English,2019,Dave Clark,1,White
College English,2019,David Douglass,1,Latinx
College English,2019,David E. Wellbery,1,Latinx
College English,2019,David J. Miller,1,Asian American
College English,2019,David Jolliffe,1,Asian American
College English,2019,David Riche,1,Asian American
College English,2019,Davida Charney,1,Latinx
College English,2019,Deborah Berrill,1,Asian American
College English,2019,Deborah Holdstein,1,White
College English,2019,Deborah Tannen,1,White
College English,2019,Deborah Tenney,1,Latinx
College English,2019,Derald Sue,1,White
College English,2019,Derek van Ittersum,1,White
College English,2019,Devin Atallah,1,White
College English,2019,Dolores Delgado Bernal,1,Asian American
College English,2019,Donald Lazere,1,Asian American
College English,2019,Donald Verene,1,Latinx
College English,2019,Donna N. Sewell,1,Asian American
College English,2019,Doug Cloud,1,Asian American
College English,2019,Douglas Gillette,1,Latinx
College English,2019,Douglas Hesse,1,White
College English,2019,Duncan A. Buell,1,Latinx
College English,2019,D’Lee Pollock-Moore,1,Latinx
College English,2019,E.B. Duffey,1,White
College English,2019,Edward Clarke,1,White
College English,2019,Edward Hahn,1,White
College English,2019,Edward Said,1,Latinx
College English,2019,Eileen Lagman,1,Asian American
College English,2019,Eileen Schell,1,Asian American
College English,2019,Eli Goldblatt,1,Latinx
College English,2019,Elisabeth Hansot,1,Asian American
College English,2019,Elisabeth Miller,1,Asian American
College English,2019,Elizabeth Marie Brockman,1,Asian American
College English,2019,Ellen Cushman,1,Asian American
College English,2019,Ellen Samuels,1,Asian American
College English,2019,Emily Petersen,1,Asian American
College English,2019,Emma L. Call,1,White
College English,2019,Enrique Dussel,1,White
College English,2019,Erica Solomon,1,White
College English,2019,Erika Lindemann,1,Latinx
College English,2019,Etienne Wenger,1,White
College English,2019,Eugene Garver,1,Latinx
College English,2019,Evan Watkins,1,Latinx
College English,2019,Evelyn Higginbothom,1,White
College English,2019,Fauzia Rahman,1,Latinx
College English,2019,Felix Guattari,1,Asian American
College English,2019,Fien De Smedt,1,Latinx
College English,2019,Frantz Fanon,1,White
College English,2019,Frederick Rudolph,1,Latinx
College English,2019,G Ladson-Billings,1,Asian American
College English,2019,Gail E. Hawisher,1,Asian American
College English,2019,Gayatri Spivak,1,Asian American
College English,2019,Geoffrey Sampson,1,Asian American
College English,2019,"George,Jr Hillocks",1,Asian American
College English,2019,Glenn Blalock,1,White
College English,2019,Gloria Anzaldúa,1,Asian American
College English,2019,Glynda Hull,1,White
College English,2019,Gregory Vlastos,1,Latinx
College English,2019,Harry Frankfurt,1,Latinx
College English,2019,Helen North,1,Asian American
College English,2019,Henri Marrou,1,Asian American
College English,2019,Herbert Simons,1,White
College English,2019,Hortense Spillers,1,Asian American
College English,2019,Hugh Blair,1,Asian American
College English,2019,Immanuel Kant,1,Latinx
College English,2019,Irene Gedalof,1,Latinx
College English,2019,J. Scott,1,Asian American
College English,2019,J. Stuckey,1,Asian American
College English,2019,Jacob S. Blumner,1,White
College English,2019,Jacqueline Bacon,1,White
College English,2019,James Crosswhite,1,Asian American
College English,2019,James Daniel,1,White
College English,2019,James Reither,1,White
College English,2019,Janet Emig,1,White
College English,2019,Janet Giltrow,1,Asian American
College English,2019,Janine Solberg,1,White
College English,2019,Jean-François Lyotard,1,White
College English,2019,Jeanette Harris,1,Latinx
College English,2019,Jeannie Kerr,1,Asian American
College English,2019,Jeffrey Doak,1,White
College English,2019,Jeffrey Walker,1,Asian American
College English,2019,Jenae Cohn,1,Asian American
College English,2019,Jennifer Fletcher,1,Asian American
College English,2019,Jennifer R. Mercieca,1,Latinx
College English,2019,Jenny Cook-Gumperz,1,Latinx
College English,2019,Jerome Bruner,1,White
College English,2019,Jillian Clark,1,Latinx
College English,2019,JoAnne M. Podis,1,White
College English,2019,Joan Burstyn,1,Asian American
College English,2019,Joanna Pawelczyk,1,Latinx
College English,2019,John Boe,1,Latinx
College English,2019,John Dewey,1,White
College English,2019,John Edlund,1,White
College English,2019,John Genung,1,Asian American
College English,2019,John Kirby,1,Asian American
College English,2019,John M. Ackerman,1,Latinx
College English,2019,John Muckelbauer,1,Asian American
College English,2019,John Sinclair,1,Asian American
College English,2019,"John W. Howard, III",1,Latinx
College English,2019,John-Philip Imbrenda,1,White
College English,2019,Johndan Johnson-Eilola,1,Asian American
College English,2019,Jon-Philip Imbrenda,1,Latinx
College English,2019,Jonathan Culpeper,1,Asian American
College English,2019,Joseph Bizup,1,White
College English,2019,Juan Guerra,1,Latinx
College English,2019,Julia Voss,1,Latinx
College English,2019,Justin McBrayer,1,Asian American
College English,2019,Kara Alexander,1,Latinx
College English,2019,Karen Kopelson,1,Asian American
College English,2019,Karen Rowan,1,Latinx
College English,2019,Kate Anderson,1,Asian American
College English,2019,Kate Clinton,1,Latinx
College English,2019,Kate Maddalena,1,Latinx
College English,2019,Katharine Bateman,1,Latinx
College English,2019,Katherine Fredlund,1,White
College English,2019,Kathleen Puhr,1,Asian American
College English,2019,Kathryn Russell,1,Asian American
College English,2019,Kathy Charmaz,1,Latinx
College English,2019,Keith Walters,1,Latinx
College English,2019,Kelly Bradbury,1,Asian American
College English,2019,Kimberlé Crenshaw,1,Latinx
College English,2019,Kongii Qin,1,White
College English,2019,Kory Ching,1,Latinx
College English,2019,Kristan Poirot,1,White
College English,2019,Kristin Langellier,1,Latinx
College English,2019,Kristine Bruss,1,Asian American
College English,2019,Kristine Hansen,1,Asian American
College English,2019,Kyle Oddis,1,White
College English,2019,Laura Aull,1,Latinx
College English,2019,Lauren Davis,1,Latinx
College English,2019,Lawrence McEnerney,1,Latinx
College English,2019,Lee Friederich,1,Asian American
College English,2019,Lesley Bartlett,1,Asian American
College English,2019,Leslie S. Rush,1,Asian American
College English,2019,Lil Brannon,1,Latinx
College English,2019,Linda Brodkey,1,Asian American
College English,2019,Linda Smith,1,Latinx
College English,2019,Lisa D. McNair,1,Latinx
College English,2019,Lissa Holloway-Attaway,1,Asian American
College English,2019,Lori Ostergaard,1,Latinx
College English,2019,Louis-Jean Calvet,1,Asian American
College English,2019,Lucie Olbrechts-Tyteca,1,White
College English,2019,Lucinda Stone,1,White
College English,2019,Lynn Bloom,1,White
College English,2019,M. Christiansen,1,Asian American
College English,2019,M. Stephen Weatherford,1,White
College English,2019,M. Thomas,1,White
College English,2019,Marc Bousquet,1,Latinx
College English,2019,Marcia Curtis,1,Latinx
College English,2019,Marcy Taylor,1,Latinx
College English,2019,Margaret Kantz,1,Latinx
College English,2019,Marie-Laure Barbier,1,Asian American
College English,2019,Marilyn Cooper,1,Latinx
College English,2019,Mark Davies,1,Asian American
College English,2019,Mark Rose,1,White
College English,2019,Martha Nussbaum,1,Asian American
College English,2019,Mary Douglas,1,White
College English,2019,Mary Kalantzis,1,Latinx
College English,2019,Mary Soliday,1,White
College English,2019,Mary Walsh,1,Asian American
College English,2019,Matthew Seeger,1,Latinx
College English,2019,Maurice Charland,1,White
College English,2019,Maxine Hairston,1,Asian American
College English,2019,Megan Knight,1,Latinx
College English,2019,Michael Hoey,1,Asian American
College English,2019,Michael MacDonald,1,White
College English,2019,Michael Stubbs,1,Latinx
College English,2019,Michael Zweig,1,Latinx
College English,2019,Michel Foucault,1,Latinx
College English,2019,Michel deCerteau,1,Latinx
College English,2019,Michele Foucault,1,White
College English,2019,Mike Palmquist,1,White
College English,2019,Mike Scott,1,White
College English,2019,Min-Zhan Lu,1,Latinx
College English,2019,Morris Young,1,White
College English,2019,Mrs.Horace Mann,1,Latinx
College English,2019,Nancy Welch,1,White
College English,2019,Nathaniel A. Rivers,1,White
College English,2019,Nicholas Groom,1,Latinx
College English,2019,Oliver Holmes,1,Latinx
College English,2019,Patricia Collins,1,Latinx
College English,2019,Patricia Malesh,1,White
College English,2019,Patrick Berry,1,Asian American
College English,2019,Patrick Clauss,1,White
College English,2019,Paul Prior,1,Asian American
College English,2019,Paul Stob,1,Latinx
College English,2019,Paula Resch,1,Asian American
College English,2019,Paulo Freire,1,Asian American
College English,2019,Peggy O’Neill,1,Asian American
College English,2019,Peter Elbow,1,Latinx
College English,2019,Peter Mortensen,1,White
College English,2019,Peter Smagorinsky,1,White
College English,2019,Phyllis Ryder,1,White
College English,2019,Pilar Hernández-Wolfe,1,Latinx
College English,2019,R.G.A Buxton,1,White
College English,2019,Rashid Narain Shukul,1,Asian American
College English,2019,Ray Land,1,Asian American
College English,2019,Rebecca Moore Howard,1,White
College English,2019,Rebecca Powell,1,Latinx
College English,2019,Rich Lane,1,White
College English,2019,Richard Grusin,1,White
College English,2019,Richard Ohmann,1,White
College English,2019,Richard Vatz,1,Latinx
College English,2019,Robert Griffin,1,White
College English,2019,Robert Merton,1,White
College English,2019,Robert Phillipson,1,Latinx
College English,2019,Robert Scott,1,Latinx
College English,2019,Robert Yin,1,Asian American
College English,2019,Rosalind Rosenberg,1,Latinx
College English,2019,Rosi Braidotti,1,Latinx
College English,2019,S. Halloran,1,Latinx
College English,2019,Sally Chandler,1,Asian American
College English,2019,Sally Gearhart,1,Asian American
College English,2019,Sara Ruddick,1,White
College English,2019,Sharon Crowley,1,White
College English,2019,Shaun Slattery,1,Asian American
College English,2019,Sheldon George,1,White
College English,2019,Shenila Khoja-Moolji,1,White
College English,2019,Shereen Inayatulla,1,White
College English,2019,Sherrelle Walker,1,White
College English,2019,Stefan Evert,1,White
College English,2019,Stefan Gries,1,Asian American
College English,2019,Stephen Carr,1,Asian American
College English,2019,Stephen Fox,1,Asian American
College English,2019,Stephen Quigley,1,Latinx
College English,2019,Stephen Toulmin,1,Asian American
College English,2019,Steven Alvarez,1,White
College English,2019,Sue Zschoche,1,Latinx
College English,2019,Susan MacDonald,1,White
College English,2019,Susan Miller,1,Latinx
College English,2019,Susan Murphy,1,Latinx
College English,2019,Susan Wells,1,White
College English,2019,Tatiana Batova,1,White
College English,2019,Theresa Kulbaga,1,White
College English,2019,Thomas Higginson,1,Latinx
College English,2019,Thomas Newkirk,1,White
College English,2019,Tim Laquintano,1,White
College English,2019,Todd DeStigter,1,Asian American
College English,2019,Todd Sundeen,1,White
College English,2019,Tomás Kalmar,1,White
College English,2019,Walter Lippman,1,Latinx
College English,2019,Walter Mignolo,1,White
College English,2019,Wendy Hesford,1,Asian American
College English,2019,Wolfgang Schluchter,1,White
College English,2019,Yi Song,1,Latinx
College English,2019,Zak Lancaster,1,Latinx
College English,2019,bell hooks,1,Latinx
College English,2019,nan O.W.H.[OliverWendellHolmes],1,Latinx
College English,2019,nan Pausanias,1,Latinx
College English,2019,nan Quintilian,1,Asian American
Community Literacy Journal,2013,Clyde E. Martin,16,Latinx
Community Literacy Journal,2013,Ronald Weitzer,16,White
Community Literacy Journal,2013,Wardell B. Pomeroy,16,Latinx
Community Literacy Journal,2013,Douglas Kirby,11,Asian American
Community Literacy Journal,2013,Louisa Allen,10,Latinx
Community Literacy Journal,2013,Marla E. Eisenberg,10,White
Community Literacy Journal,2013,A.K. Hass,8,White
Community Literacy Journal,2013,Adam B. Becjer,8,White
Community Literacy Journal,2013,Amy Flowers,8,Latinx
Community Literacy Journal,2013,Amy J. Schultz,8,White
Community Literacy Journal,2013,Andrew E. Monroe,8,Latinx
Community Literacy Journal,2013,Ann M. Jolly,8,Asian American
Community Literacy Journal,2013,B.A. Israel,8,Asian American
Community Literacy Journal,2013,Ben Durant,8,White
Community Literacy Journal,2013,C. Lauber,8,White
Community Literacy Journal,2013,C. Salisbury,8,Asian American
Community Literacy Journal,2013,Caitlin Johnston,8,Latinx
Community Literacy Journal,2013,Cathleen E. Willging,8,Latinx
Community Literacy Journal,2013,Cecilia Benoit,8,Asian American
Community Literacy Journal,2013,Chung,8,White
Community Literacy Journal,2013,Craig Seymour,8,White
Community Literacy Journal,2013,D. Softley,8,White
Community Literacy Journal,2013,Daniella Meeker,8,Asian American
Community Literacy Journal,2013,David Beard,8,Latinx
Community Literacy Journal,2013,David M. Patrick,8,White
Community Literacy Journal,2013,E. Viruell-Fuentes,8,Asian American
Community Literacy Journal,2013,Edith A. Parker,8,Latinx
Community Literacy Journal,2013,Eleanor Singer,8,Asian American
Community Literacy Journal,2013,Erving Goffman,8,White
Community Literacy Journal,2013,Floyd J. Fowler,8,White
Community Literacy Journal,2013,Frances Shaver,8,White
Community Literacy Journal,2013,Gebhard,8,Asian American
Community Literacy Journal,2013,Gigi Berardi,8,White
Community Literacy Journal,2013,Glenn D. Reeder,8,Latinx
Community Literacy Journal,2013,Gwen Brewer,8,Latinx
Community Literacy Journal,2013,Heather Kennedy,8,Latinx
Community Literacy Journal,2013,Helga Hallgrimsdottir,8,Latinx
Community Literacy Journal,2013,Hélène David,8,Asian American
Community Literacy Journal,2013,Jacqueline M. Torres,8,White
Community Literacy Journal,2013,James M. Lepkowski,8,Latinx
Community Literacy Journal,2013,James Reilly,8,Latinx
Community Literacy Journal,2013,Jeff Schonberg,8,Latinx
Community Literacy Journal,2013,Jennifer Hill,8,Latinx
Community Literacy Journal,2013,Jo C. Phelan,8,Latinx
Community Literacy Journal,2013,John Dewey,8,Latinx
Community Literacy Journal,2013,Josh Kun,8,Latinx
Community Literacy Journal,2013,Joyce Y,8,Latinx
Community Literacy Journal,2013,K. Landolt,8,Latinx
Community Literacy Journal,2013,Kate Vallance,8,White
Community Literacy Journal,2013,Katrina Roen,8,Latinx
Community Literacy Journal,2013,M. Altwegg,8,White
Community Literacy Journal,2013,M. Nicol,8,White
Community Literacy Journal,2013,Mark W. Tyndall,8,Latinx
Community Literacy Journal,2013,Mick Couper,8,Asian American
Community Literacy Journal,2013,Norma C. Ware,8,White
Community Literacy Journal,2013,Paul H,8,White
Community Literacy Journal,2013,Perétte Arrington,8,White
Community Literacy Journal,2013,Phil Hubbard,8,Asian American
Community Literacy Journal,2013,Pranee Liamputtong,8,Asian American
Community Literacy Journal,2013,Qingling Du,8,Asian American
Community Literacy Journal,2013,R,8,White
Community Literacy Journal,2013,R. Guzman,8,Latinx
Community Literacy Journal,2013,Ralph Bolton,8,Latinx
Community Literacy Journal,2013,Robert Westbrook,8,Latinx
Community Literacy Journal,2013,Roberto Lewis-Fernández,8,White
Community Literacy Journal,2013,Rochelle Dalla,8,White
Community Literacy Journal,2013,Roger Tourangeau,8,Latinx
Community Literacy Journal,2013,Ronald M. Andersen Lillian Gelberg,8,Asian American
Community Literacy Journal,2013,Sandra Harding,8,Latinx
Community Literacy Journal,2013,Sean Morrison,8,Asian American
Community Literacy Journal,2013,Stéphanie Wahab,8,White
Community Literacy Journal,2013,Susan dos Reis,8,White
Community Literacy Journal,2013,Tony Jefferson,8,Latinx
Community Literacy Journal,2013,U. Koch,8,Latinx
Community Literacy Journal,2013,V. Ajdacic-Gross,8,White
Community Literacy Journal,2013,Valerie Martinez-Ebers,8,Latinx
Community Literacy Journal,2013,Vera L. Bullough,8,Latinx
Community Literacy Journal,2013,Veronica Elias,8,Latinx
Community Literacy Journal,2013,Wendy Rickard,8,Asian American
Community Literacy Journal,2013,Yan Xia,8,Latinx
Community Literacy Journal,2013,Paolo Freire,7,Latinx
Community Literacy Journal,2013,nan ComisiónFemenilMexicanaNacional,7,Latinx
Community Literacy Journal,2013,Angela G. Reyes,6,Latinx
Community Literacy Journal,2013,Angela Reyes,6,Asian American
Community Literacy Journal,2013,Armando Matiz Reyes,6,Latinx
Community Literacy Journal,2013,Barbara A. Israel,6,Latinx
Community Literacy Journal,2013,Barbara Israel,6,Asian American
Community Literacy Journal,2013,Caitlin Reardon,6,White
Community Literacy Journal,2013,Caroline Wang,6,Latinx
Community Literacy Journal,2013,Causandra Gaines,6,Latinx
Community Literacy Journal,2013,Chris M. Coombe,6,Asian American
Community Literacy Journal,2013,Christina Theokas,6,Asian American
Community Literacy Journal,2013,Claire Brindis,6,Asian American
Community Literacy Journal,2013,Claire D. Brindis,6,Latinx
Community Literacy Journal,2013,Daniel F. Perkins,6,White
Community Literacy Journal,2013,Dave Bing,6,Asian American
Community Literacy Journal,2013,Diana Morrobel,6,White
Community Literacy Journal,2013,Elias,6,Asian American
Community Literacy Journal,2013,Graham,6,Latinx
Community Literacy Journal,2013,Ilan Meyer,6,Asian American
Community Literacy Journal,2013,Jacqueline V,6,White
Community Literacy Journal,2013,Jason B. Almerigi,6,White
Community Literacy Journal,2013,Jennifer S. Tiffany,6,Latinx
Community Literacy Journal,2013,Karin Coyle,6,Asian American
Community Literacy Journal,2013,Larkin I. Strong,6,White
Community Literacy Journal,2013,Laura Douglas,6,Latinx
Community Literacy Journal,2013,Lerner,6,White
Community Literacy Journal,2013,Louis F,6,Asian American
Community Literacy Journal,2013,Louis Graham,6,Asian American
Community Literacy Journal,2013,Lynne Duffy,6,Latinx
Community Literacy Journal,2013,Lynne M. Borden,6,White
Community Literacy Journal,2013,Mark Padilla,6,Latinx
Community Literacy Journal,2013,Mary Cox,6,White
Community Literacy Journal,2013,Maurize J,6,Latinx
Community Literacy Journal,2013,Melanie Heron,6,White
Community Literacy Journal,2013,Michela Bou Ghosn Naddy,6,Asian American
Community Literacy Journal,2013,Paulo Freire,6,Latinx
Community Literacy Journal,2013,Rebecca Stotzer,6,Asian American
Community Literacy Journal,2013,Sharon L. Sand,6,White
Community Literacy Journal,2013,Sheryl Weir,6,Asian American
Community Literacy Journal,2013,Victoria Sanchez-Merki,6,Asian American
Community Literacy Journal,2013,Vincent Guilamo-Ramos,6,Asian American
Community Literacy Journal,2013,Zachary Rowe,6,Latinx
Community Literacy Journal,2013,nan CaliforniaLatinasforReproductiveJustive,6,Latinx
Community Literacy Journal,2013,Alice X. Huang,5,Latinx
Community Literacy Journal,2013,Amy T. Surmann,5,Latinx
Community Literacy Journal,2013,Angela D. Weaver,5,Latinx
Community Literacy Journal,2013,Ariela Keysar,5,White
Community Literacy Journal,2013,Bearinger,5,White
Community Literacy Journal,2013,Carmen Solomon-Fears,5,Latinx
Community Literacy Journal,2013,Carol Skay,5,Latinx
Community Literacy Journal,2013,Cory L. Richards,5,Asian American
Community Literacy Journal,2013,Debra H. Bernat,5,Latinx
Community Literacy Journal,2013,Diane N. Ruble,5,Latinx
Community Literacy Journal,2013,Egon Mayer,5,Asian American
Community Literacy Journal,2013,Elizabeth Thomas,5,Latinx
Community Literacy Journal,2013,Gary Gates,5,White
Community Literacy Journal,2013,Gloria Anzaldúa,5,White
Community Literacy Journal,2013,Heather A. Sears,5,Asian American
Community Literacy Journal,2013,Jennifer A. Oliphant,5,Latinx
Community Literacy Journal,2013,Julia A. Graber,5,White
Community Literacy Journal,2013,Julian Rappaport,5,White
Community Literacy Journal,2013,Linda H,5,Asian American
Community Literacy Journal,2013,Lisa Kaeser,5,Latinx
Community Literacy Journal,2013,Michael D. Resnick,5,Asian American
Community Literacy Journal,2013,Michael Resnick,5,Asian American
Community Literacy Journal,2013,Nikki Madsen,5,Asian American
Community Literacy Journal,2013,Patricia J. Dittus,5,Latinx
Community Literacy Journal,2013,Petra Jerman,5,White
Community Literacy Journal,2013,Renee E. Seaving,5,White
Community Literacy Journal,2013,Sharon J. Alexander,5,White
Community Literacy Journal,2013,Stephen R. Jorgensen,5,White
Community Literacy Journal,2013,Vivian V. Gordon,5,Latinx
Community Literacy Journal,2013,Karma Chávez,4,Asian American
Community Literacy Journal,2013,Cherríe Moraga,3,Latinx
Community Literacy Journal,2013,Deborah Brandt,3,Asian American
Community Literacy Journal,2013,Eli Goldblatt,3,Latinx
Community Literacy Journal,2013,Ellen Cushman,3,Asian American
Community Literacy Journal,2013,Adela Licona,2,Asian American
Community Literacy Journal,2013,Alice J. Robinson,2,Latinx
Community Literacy Journal,2013,Angela Davis,2,White
Community Literacy Journal,2013,Bell Hooks,2,White
Community Literacy Journal,2013,Brian Street,2,Asian American
Community Literacy Journal,2013,Carmen Luke,2,Asian American
Community Literacy Journal,2013,Cathy Amanti,2,Asian American
Community Literacy Journal,2013,Crossroads Collaboration,2,White
Community Literacy Journal,2013,David Barton,2,Asian American
Community Literacy Journal,2013,David Sobel,2,Latinx
Community Literacy Journal,2013,Dolores DelgadoBernal,2,Asian American
Community Literacy Journal,2013,Elizabeth Ellsworth,2,Asian American
Community Literacy Journal,2013,Gilbert Herdt,2,Latinx
Community Literacy Journal,2013,Gordon Mitchell,2,Latinx
Community Literacy Journal,2013,Grace Boggs,2,Asian American
Community Literacy Journal,2013,Jeff Duncan-Andrade,2,White
Community Literacy Journal,2013,Judith Butler,2,White
Community Literacy Journal,2013,Julio Cammarota,2,Asian American
Community Literacy Journal,2013,Katie Clinton,2,White
Community Literacy Journal,2013,Kaustuv Basu,2,White
Community Literacy Journal,2013,Kristen Perry,2,Asian American
Community Literacy Journal,2013,Liisa Malkki,2,White
Community Literacy Journal,2013,Linda Flower,2,Latinx
Community Literacy Journal,2013,Londie Martin,2,White
Community Literacy Journal,2013,Luis Moll,2,Asian American
Community Literacy Journal,2013,Margaret Weigel,2,Asian American
Community Literacy Journal,2013,Mari Matsuda,2,White
Community Literacy Journal,2013,Michelle Fine,2,Asian American
Community Literacy Journal,2013,Peter McLaren,2,Latinx
Community Literacy Journal,2013,R. Steve McCallum,2,Latinx
Community Literacy Journal,2013,Ravi Purushotma,2,Latinx
Community Literacy Journal,2013,Roque Planas,2,Latinx
Community Literacy Journal,2013,Stephen T. Russell,2,Latinx
Community Literacy Journal,2013,Susan Finley,2,White
Community Literacy Journal,2013,Tara J. Yosso,2,White
Community Literacy Journal,2013,William Smith,2,Asian American
Community Literacy Journal,2013,Alanna Frost,1,White
Community Literacy Journal,2013,Alicia García,1,Latinx
Community Literacy Journal,2013,Alicia GaspardeAlba,1,White
Community Literacy Journal,2013,Alisa Belzer,1,Latinx
Community Literacy Journal,2013,Aliza Belzer,1,White
Community Literacy Journal,2013,Alma García,1,Asian American
Community Literacy Journal,2013,Amanda Lenhart,1,White
Community Literacy Journal,2013,Amelia Camacho,1,Asian American
Community Literacy Journal,2013,Amy Schuman,1,Asian American
Community Literacy Journal,2013,Amy Wan,1,White
Community Literacy Journal,2013,Ana Castillo,1,Latinx
Community Literacy Journal,2013,Angie Chabram-Dernersesian,1,White
Community Literacy Journal,2013,Anita Pomerance,1,White
Community Literacy Journal,2013,Anne Wheeler,1,Asian American
Community Literacy Journal,2013,Ashley E. Lucas,1,White
